URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://mohcc.gov.zw/fhir/core/ValueSet/ZimMaritalStatus,0.1.0,draft,,ZimMaritalStatusVS,MaritalStatus Value Set,"Administrative Marital Status",,"THO (V3)"
